[1.5063,-0.0824,0.0776,0.0043,-0.0043,0.0021,1.0,17.602042809947346,78.1271185266112],
[3.0199,-0.11,0.0887,0.0015,-0.0049,0.008,1.0,17.602039114687262,78.12712399950036],
[4.6484,-0.076,0.1323,0.0003,-0.0047,0.0133,0.9999,17.602036783237835,78.12713410566391],
[6.3053,-0.0942,0.1742,0.002,-0.0057,0.0176,0.9998,17.602036654327062,78.12714871645679],
[7.9286,-0.0805,0.1934,0.0027,-0.0062,0.0232,0.9997,17.60203714889756,78.127164095865],
[9.5731,-0.0852,0.2137,0.0053,-0.0061,0.0219,0.9997,17.602038180624906,78.12718076361753],
[11.11,-0.0816,0.2604,0.0038,-0.0055,0.0208,0.9998,17.60203885263249,78.1271893570074],
[12.7052,-0.0949,0.2817,0.0031,-0.0054,0.0185,0.9998,17.602039871966625,78.12720665419171],
[14.2665,-0.061,0.2899,0.0,-0.0046,0.0153,0.9999,17.60204040349006,78.12722365970555],
[15.785,-0.0852,0.3073,0.0009,-0.0029,0.0162,0.9999,17.60204068026739,78.12723197520727],
[17.4477,-0.0381,0.3041,-0.0006,-0.0038,0.0238,0.9997,17.602041249355022,78.12724756795052],
[19.0761,0.1005,0.3403,-0.0006,-0.005,0.0447,0.999,17.60204205006995,78.12726182036721],
[20.6613,0.3906,0.3465,0.002,-0.0033,0.0919,0.9958,17.602043830273104,78.12727495345231],
[22.1659,1.0582,0.4007,0.0048,-0.0009,0.1772,0.9842,17.602045909897193,78.12728150910465],
[23.4606,1.986,0.4081,0.0047,0.0041,0.2785,0.9604,17.60205379724016,78.12729334563953],
[24.4448,3.1196,0.3627,0.0041,0.0086,0.3888,0.9213,17.602066686861317,78.12730530322747],
[25.1466,4.6295,0.3642,0.0038,0.0116,0.5098,0.8602,17.602081736873988,78.12731146630381],
[25.4468,6.1326,0.3637,0.0004,0.0104,0.5894,0.8077,17.602088993273917,78.12731077608673],
[25.6464,7.6315,0.3202,0.0,0.0141,0.6384,0.7696,17.602104366581838,78.12731020625756],
[25.7876,9.1511,0.2999,-0.001,0.0132,0.6645,0.7472,17.60211235393337,78.12730926709513],
[25.9527,10.6991,0.2787,-0.003,0.0141,0.6728,0.7397,17.602129471546878,78.12730844572017],
[26.1443,12.3785,0.2559,-0.0062,0.0147,0.6757,0.737,17.60214719089126,78.12730750905453],
[26.3251,13.9092,0.2347,-0.0076,0.0124,0.6775,0.7354,17.602156277546044,78.12730650293437],
[26.499,15.4878,0.1649,-0.0076,0.0105,0.6797,0.7333,17.60216547565711,78.12730550731918],
[26.6771,17.0808,0.1434,-0.0068,0.0094,0.6815,0.7317,17.60218419913072,78.12730324959226],
[26.8153,18.6713,0.1263,-0.0088,0.0098,0.6819,0.7313,17.602193803569712,78.12730235300394],
[27.0318,20.2666,0.0964,-0.0086,0.0094,0.6765,0.7363,17.60221392225672,78.12730178141992],
[27.2754,21.8552,0.0774,-0.0095,0.007,0.6705,0.7418,17.602223853612777,78.12730160098295],
[27.518,23.3844,0.0514,-0.0095,0.0073,0.6655,0.7463,17.602233504314505,78.12730149917878],
[27.7646,24.9148,0.0234,-0.0101,0.0078,0.6635,0.7481,17.602252579880844,78.1273017123027],
[28.0088,26.518,0.0163,-0.0109,0.0071,0.6657,0.7461,17.60226221978454,78.12730159773206],
[28.2122,28.0863,-0.0103,-0.0102,0.0062,0.6694,0.7428,17.602281986855996,78.12730199531455],
[28.4379,29.7225,-0.0402,-0.0095,0.0072,0.6714,0.741,17.602292117966712,78.12730218051034],
[28.642,31.3095,-0.0609,-0.0093,0.0083,0.6741,0.7385,17.60231275149292,78.12730319191797],
[28.8324,32.8755,-0.0874,-0.0099,0.0087,0.6766,0.7362,17.602323250082424,78.12730384870021],
[29.0069,34.4595,-0.1018,-0.0075,0.0086,0.6798,0.7333,17.602333536908155,78.12730440209276],
[29.1858,36.0261,-0.1385,-0.0081,0.0073,0.6784,0.7346,17.602353853462922,78.1273051237728],
[29.4115,37.6058,-0.1397,-0.0059,0.009,0.6741,0.7385,17.60236401180252,78.12730533637597],
[29.6679,39.1918,-0.1699,-0.0044,0.0091,0.6703,0.742,17.60238443660938,78.12730622606473],
[29.924,40.7569,-0.1839,-0.0032,0.0108,0.6677,0.7443,17.602394287322568,78.12730629968928],
[30.1581,42.3427,-0.1934,-0.0035,0.0107,0.6675,0.7445,17.602403965216933,78.12730657545795],
[30.4004,43.9163,-0.2043,-0.0023,0.0141,0.6704,0.7418,17.60242455464651,78.12730781581942],
[30.6019,45.5131,-0.2441,-0.0029,0.0125,0.6733,0.7393,17.60243501853464,78.1273084000884],
[30.766,47.0952,-0.2718,-0.0041,0.0121,0.6766,0.7363,17.602455671142007,78.1273094428457],
[30.9368,48.7525,-0.2993,-0.0077,0.0134,0.6801,0.7329,17.60246620860249,78.12730952782596],
[31.106,50.4104,-0.3132,-0.0067,0.0114,0.6834,0.7299,17.60247656034385,78.12730971016293],
[31.2485,52.0895,-0.3108,-0.0058,0.0144,0.6818,0.7314,17.60249813286008,78.12730955410643],
[31.5378,53.6229,0.0121,-0.0103,-0.0248,0.6765,0.7359,17.602509019116713,78.12730962203317],
[32.1857,55.2084,-0.4137,-0.0168,0.019,0.6652,0.7463,17.602520195665694,78.12730989856281],
[31.8479,56.7319,-0.4145,-0.0078,0.0093,0.6685,0.7437,17.602542715222896,78.12731081588339],
[32.172,58.2351,-0.4404,-0.0088,0.0111,0.6659,0.7459,17.602553706186317,78.12731131018931],
[32.448,59.8663,-0.478,-0.0049,0.0086,0.6654,0.7464,17.60256441544385,78.12731175525933],
