[1712145919.8109493,195034.36427056853,1948411.6674869834,0.8150693593448317,-0.003953396893297552,0.5538208871126706],
[1712145920.3176417,195034.36818930146,1948412.1432513827,1.1260535828026081,-0.004368563387385088,0.6696456724335074],
[1712145920.8186543,195034.37744863704,1948412.8154250125,1.4877815820523832,-0.006829274166027147,0.8113831012621169],
[1712145921.3196657,195034.39174563604,1948413.6506567514,1.8591735916579957,-0.0021248130744048466,0.869832196169218],
[1712145921.8206782,195034.40495789066,1948414.5740764802,2.1789223675378606,-0.000124576364778195,0.9229746435589717],
[1712145922.3216517,195034.42446602325,1948415.7156039746,2.4326948782775375,-0.004394160745008258,0.8892803719739624],
[1712145922.8226278,195034.44914621062,1948417.0240672226,2.6529342326940726,-0.010704853997572344,0.7462550394201279],
[1712145923.323603,195034.47013199213,1948418.3904677478,2.849006321166135,-0.012750115849763682,0.6310311050054069],
[1712145923.8242588,195034.4872950837,1948419.919160055,3.0346866239043764,-0.013493045903599343,0.5678404089884446],
[1712145924.325324,195034.4985997661,1948421.3575007885,3.2172402011777326,-0.02394034542132742,0.5453215787449249],
[1712145924.8263624,195034.50707919805,1948423.0778028923,3.3964537495096043,-0.0305514258539408,0.5222089813504562],
[1712145925.3274853,195034.51621146145,1948424.8948273875,3.5654006958797857,-0.029193382497553266,0.5323408024643449],
[1712145925.8285754,195034.52423171973,1948426.6587217262,3.745476463613374,-0.029078062223555884,0.5155057238718055],
[1712145926.3297377,195034.53730484648,1948428.6552030065,3.9177955424261057,-0.04097194096345097,0.5047163125352276],
[1712145926.830793,195034.55458060134,1948430.7377231312,4.083287113228167,-0.03640963042936923,0.495042759521284],
[1712145927.33183,195034.57108722653,1948432.6530591634,4.246898836219299,-0.03260199777032749,0.5142305144752861],
[1712145927.8328862,195034.5943706668,1948434.891914746,4.383379966875614,-0.03701073533494853,0.5089705522290774],
[1712145928.3339186,195034.6140670166,1948437.0259357658,4.523088173799426,-0.03662029616154058,0.46804683403266056],
[1712145928.8349538,195034.63070295405,1948439.3209486764,4.656174089009932,-0.04179310265451666,0.4320447163108094],
[1712145929.3359993,195034.64814938518,1948441.7747463263,4.77235336753922,-0.04395904952539517,0.4400811686742856],
[1712145929.8368108,195034.66740313612,1948444.2789502135,4.830745331001326,-0.040730235646247254,0.4452222282055162],
[1712145930.3378215,195034.6825728972,1948446.5063576913,4.8445706020628805,-0.04388400341034526,0.37701161831432506],
[1712145930.8388293,195034.69476144042,1948449.0251868998,4.844263836160601,-0.047355086962878906,0.4475462639379804],
[1712145931.3398743,195034.71095349698,1948451.5467502635,4.8444401587966635,-0.04144371490687104,0.363060834190769],
[1712145931.8408902,195034.72230877748,1948453.9815995006,4.869669141534305,-0.03240652886049711,0.3854642725717084],
[1712145932.341929,195034.7362079993,1948456.3280142932,4.887974031033183,-0.04525994933653332,0.42939245884898636],
[1712145932.8429697,195034.75463213772,1948458.8745001743,4.907080588088481,-0.03600053818391802,0.5379770358900694],
[1712145933.3436196,195034.77507717858,1948461.1350911446,4.928604374411119,-0.02558973377450874,0.6552246718762833],
[1712145933.8446898,195034.80248279613,1948463.715813821,5.02009041848271,-0.020730259064872303,0.7468096082461724],
[1712145934.3457541,195034.83576643723,1948466.3608602528,5.1666785173458925,-0.0007240865436115018,0.906394521772786],
[1712145934.8468344,195034.87943284266,1948468.9918014312,5.35740548601719,0.012287120375267413,0.9712088893892049],
[1712145935.3478699,195034.92595276184,1948471.7143519588,5.5227105290635174,0.022634675718925412,1.0830469304714003],
[1712145935.8489933,195034.97779657447,1948474.5095646814,5.647469842977998,0.025876371805964637,1.2171259708173445],
[1712145936.3501763,195035.0339721195,1948477.250961281,5.765993298575171,0.030902955457995374,1.2252790959770372],
[1712145936.8512857,195035.08978596603,1948480.1361939677,5.812673980919612,0.028457293743332113,1.0686961297787907],
[1712145937.352376,195035.1339898556,1948483.1575393376,5.822639351295747,-0.029600608522472482,0.5876836063858557],
[1712145937.8534226,195035.15168666036,1948486.0775301936,5.851017968076187,-0.07835904088637063,0.04681992972180851],
[1712145938.354451,195035.13814076502,1948489.1262138989,5.859900078421247,-0.1072152744093571,359.76269938265625],
[1712145938.8555133,195035.1065673891,1948491.8238239002,5.860726587039678,-0.1293461057855164,359.6012181661168],
[1712145939.3565457,195035.0661775982,1948494.8759883011,5.8808830839653945,-0.15180630777247076,359.4310626822718],
[1712145939.8576,195035.0226680903,1948497.8224405695,5.892004266053169,-0.16993372137792573,359.2886619521649],
[1712145940.3586369,195034.9761975064,1948500.897218676,5.914546621671362,-0.18651596039956236,359.2218724840553],
[1712145940.8596227,195034.93540559633,1948503.8601621087,5.914509164220765,-0.1827099165262001,359.2153248384515],
[1712145941.3606915,195034.89990775278,1948506.589222454,5.926593618829134,-0.16998875424511736,359.3640376564781],
[1712145941.861764,195034.870200832,1948509.6758491814,5.918109538509069,-0.14530367524390436,359.6015139058112],
[1712145942.362811,195034.85693709957,1948512.725528827,5.73571539213971,-0.11260533174210521,359.89076265181995],
[1712145942.8638704,195034.8599408557,1948515.3091645825,5.42520347963609,-0.08231403832361397,0.12989880705719256],
[1712145943.3649318,195034.87128765119,1948518.0567287018,5.06594826734005,-0.05596412152488631,0.36757653617251285],
[1712145943.8660092,195034.88910415885,1948520.505727487,4.679832865193932,-0.03476531858172793,0.615841598687608],
[1712145944.367074,195034.9144051509,1948522.8250355693,4.176785056358234,-0.011162992730017751,0.8416847956721003],
[1712145944.8681762,195034.94247059769,1948524.812037492,3.7744022038064,0.00951282797694225,1.0520735844783489],
[1712145945.3692405,195034.972859404,1948526.5091969483,3.242284787300125,0.013611341329177684,1.2023105096604838],
[1712145945.8703518,195035.0068797951,1948528.103478083,2.8650425162063216,0.01717354528809195,1.3498118121694165],
[1712145946.3714728,195035.04001986326,1948529.4494338972,2.472899120140078,0.026832427289344457,1.4309112625363536],
[1712145946.872518,195035.07079773024,1948530.609904848,1.9303324504968504,0.014922349233971802,1.5342267359808774],
[1712145947.5584805,195035.07469811843,1948530.7603576558,1.8217234723304931,0.017183971131280396,1.5653480649312386],
